order_num,order_type,cust_name,prod_number,prod_name,quantity,price,discount,order_total
1102377,Wholesale,Becker LLC,TV804,Drone Video Techniques,8,37.99,7.6,296.32
1102378,Wholesale,Farrell Group,BP102,Bsquare Robot Blueprint,39,8.99,1.8,348.81
1102379,Wholesale,Boehm Inc.,TV803,Cloud Computing,9,29.99,6,263.91
1102380,Retail,Modesta Mariet,DK203,BYOD-220,1,69,0,69
1102381,Retail,Jeffery Heaney,RK605,BYOR-3000,4,214,0,856
1102382,Retail,Corly Rysdale,BP102,Bsquare Robot Blueprint,1,8.99,0,8.99
1102383,Retail,Linda  Dibbert,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102384,Wholesale,Kub LLC,DS302,DC-304 Drone,12,395,79,4661
1102385,Wholesale,Quigley Inc.,BP110,Upside Down Robot Blueprint,13,12,2.4,153.6
1102386,Retail,Huels Inc.,DS306,DX-145 Drone,3,250,0,750
1102387,Retail,Milena Normanvill,TV803,Cloud Computing,1,29.99,0,29.99
1102388,Wholesale,Champlin Inc.,BP108,Panda Robot Blueprint,3,7.99,1.6,22.37
1102389,Retail,Raleigh Arlt,EB513,Photograph Drones,1,14.99,0,14.99
1102390,Wholesale,Considine Group,DS306,DX-145 Drone,11,250,50,2700
1102391,Wholesale,Schamberger Inc.,BP104,Cat Robot Blueprint,8,4.99,1,38.92
1102392,Wholesale,Blue Sky Kites,BP101,All Eyes Drone Blueprint,7,9.99,2,67.93
1102393,Retail,Waring Gwin,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1102394,Retail,Aharon Mustill,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1102395,Wholesale,Abernathy LLC,EB502,Building Your First Robot,8,24.95,4.99,194.61
1102396,Retail,Alice Gibson-Reynolds,RS704,RLK-9920 Robot,1,699,0,699
1102397,Wholesale,Witting Innovations,TV811,Understanding Drone Regulations,6,27.5,5.5,159.5
1102398,Wholesale,Auer Inc.,BP104,Cat Robot Blueprint,8,4.99,1,38.92
1102399,Wholesale,Herzog Group,DK202,BYOD-200,13,58.95,11.79,754.56
1102400,Wholesale,MacGyver Group,RK603,BYOR-1500,6,189,37.8,1096.2
1102401,Retail,Krishnah Sitch,DS307,MICR-564K Drone,1,499,0,499
1102402,Retail,Saul Cloy,DS306,DX-145 Drone,1,250,0,250
1102403,Wholesale,Hayes LLC,EB521,Understanding Artificial Intelligence,11,19.5,3.9,210.6
1102404,Retail,Katrina Ruffles,EB518,Single Rotor Drones,1,14.99,0,14.99
1102405,Retail,Nerissa Balshaw,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102406,Retail,Paulina Lambeth,RS704,RLK-9920 Robot,2,699,0,1398
1102407,Wholesale,Runolfsdottir Group,DS306,DX-145 Drone,53,250,50,13200
1102408,Wholesale,Abbott Group,BP110,Upside Down Robot Blueprint,21,12,2.4,249.6
1102409,Wholesale,Considine Group,EB506,Delta Robots,79,16.99,3.4,1338.81
1102410,Retail,Robel Bergnaum,EB502,Building Your First Robot,1,24.95,0,24.95
1102411,Wholesale,Casper-Brown,RK606,BYOR-3535,5,225,45,1080
1102412,Retail,Julia Mulbery,TV804,Drone Video Techniques,1,37.99,0,37.99
1102413,Wholesale,Torp Inc.,DK202,BYOD-200,8,58.95,11.79,459.81
1102414,Wholesale,Yost LLC,TV811,Understanding Drone Regulations,9,27.5,5.5,242
1102415,Wholesale,Baumbach Security,TV804,Drone Video Techniques,13,37.99,7.6,486.27
1102416,Wholesale,Daniel-Champlin Tech,TV811,Understanding Drone Regulations,9,27.5,5.5,242
1102417,Retail,Franklyn Nore,EB509,GPS Drones,1,19.99,0,19.99
1102418,Retail,Gwen Grimes,EB520,Understanding Arduino,1,17.5,0,17.5
1102419,Retail,Bethany Hauck,RK606,BYOR-3535,2,225,0,450
1102420,Wholesale,Nader LLC,EB502,Building Your First Robot,10,24.95,4.99,244.51
1102421,Wholesale,Wintheiser Inc.,RS706,RWW-75 Robot,4,883,176.6,3355.4
1102422,Wholesale,Nader LLC,EB507,Drone Building Essentials,11,13.99,2.8,151.09
1102423,Wholesale,Turcotte Corp,DK202,BYOD-200,8,58.95,11.79,459.81
1102424,Retail,Carla Grolle,DS303,DTD-7000 Drone,1,450,0,450
1102425,Wholesale,Windler Tech Supplies,RK606,BYOR-3535,3,225,45,630
1102426,Wholesale,Feest Inc.,TV813,Virtual Reality Basics,9,29.99,6,263.91
1102427,Retail,Dasi Nason,TV813,Virtual Reality Basics,1,29.99,0,29.99
1102428,Wholesale,Homenick Group,EB521,Understanding Artificial Intelligence,7,19.5,3.9,132.6
1102429,Retail,Nady Saladin,EB508,Fixed Wing Drones,1,15.5,0,15.5
1102430,Retail,Neala Haslock,BP110,Upside Down Robot Blueprint,1,12,0,12
1102431,Wholesale,Herzog Group,RK605,BYOR-3000,97,214,42.8,20715.2
1102432,Wholesale,Thompson Inc.,RK607,BYOR-4005,11,245,49,2646
1102433,Retail,Daniel Mitchell,EB514,Polar Robots,1,23.99,0,23.99
1102434,Retail,Mitchell Beatty,TV813,Virtual Reality Basics,1,29.99,0,29.99
1102435,Retail,Lyon Freake,EB514,Polar Robots,1,23.99,0,23.99
1102436,Retail,Modestia Fandrey,RK605,BYOR-3000,1,214,0,214
1102437,Retail,Alberta Alasdair,RS702,MICR-23K Robot,1,899,0,899
1102438,Wholesale,Streich LLC,TV805,Industrial 3D Printing,9,49,9.8,431.2
1102439,Wholesale,Walker Group,BP106,Hexacopter Drone Blueprint,9,8.99,1.8,79.11
1102440,Wholesale,Bednar IT Inc.,DK203,BYOD-220,58,69,13.8,3988.2
1102441,Wholesale,Jacobi LLC,EB505,Delivery Drones,5,14.99,3,71.95
1102442,Wholesale,Kemmer and Sons,EB513,Photograph Drones,12,14.99,3,176.88
1102443,Wholesale,Towne Coop,EB507,Drone Building Essentials,4,13.99,2.8,53.16
1102444,Wholesale,DuBuque Group,TV801,Aerial Security,10,36.99,7.4,362.5
1102445,Retail,Rolf Goble,BP105,Creature Robot Arms Blueprint,1,12,0,12
1102446,Wholesale,Deckow Inc.,BP102,Bsquare Robot Blueprint,4,8.99,1.8,34.16
1102447,Wholesale,Daniel-Champlin Tech,DK202,BYOD-200,5,58.95,11.79,282.96
1102448,Retail,Tan Batcheldor,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1102449,Retail,Ruth Ratke,DK202,BYOD-200,4,58.95,0,235.8
1102450,Wholesale,Kutch Inc.,DK208,BYOD-500,13,167,33.4,2137.6
1102451,Wholesale,McKenzie Inc..,TV809,Understanding 3D Printing,6,42.99,8.6,249.34
1102452,Retail,Ingeborg Jacombs,TV806,Mapping with Drones,1,49,0,49
1102453,Wholesale,Witting Innovations,EB509,GPS Drones,5,19.99,4,95.95
1102454,Wholesale,Walter LTD,RS703,RCB-889 Robot,4,549,109.8,2086.2
1102455,Wholesale,Mraz Ullrich Inc..,BP105,Creature Robot Arms Blueprint,9,12,2.4,105.6
1102456,Wholesale,Langworth and Sons,EB516,RTF Drones,5,16.99,3.4,81.55
1102457,Wholesale,Larkin Group,EB511,Helicopter Drones,12,20.95,4.19,247.21
1102458,Wholesale,Wintheiser Inc.,BP102,Bsquare Robot Blueprint,4,8.99,1.8,34.16
1102459,Wholesale,Stokes Electronics,EB502,Building Your First Robot,6,24.95,4.99,144.71
1102460,Wholesale,Little and Sons,TV810,Understanding Automation,9,44.95,8.99,395.56
1102461,Retail,Brit Creelman,DS303,DTD-7000 Drone,1,450,0,450
1102462,Retail,Jean Mayert,EB513,Photograph Drones,1,14.99,0,14.99
1102463,Retail,David Fadel,RK603,BYOR-1500,1,189,0,189
1102464,Retail,Stan Garlette,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102465,Retail,Lucy Ferry,RS704,RLK-9920 Robot,1,699,0,699
1102466,Wholesale,The Mayer Company,EB502,Building Your First Robot,10,24.95,4.99,244.51
1102467,Retail,Gordon Gyford,RS706,RWW-75 Robot,1,883,0,883
1102468,Retail,Donaugh Byrne,EB513,Photograph Drones,1,14.99,0,14.99
1102469,Retail,Janene Olivia,RS704,RLK-9920 Robot,2,699,0,1398
1102470,Wholesale,West Technologies,EB502,Building Your First Robot,94,24.95,4.99,2340.31
1102471,Retail,Heller Inc.,EB521,Understanding Artificial Intelligence,31,19.5,0,604.5
1102472,Retail,Cole Inc.,EB504,Cartesian Robots,92,12.99,0,1195.08
1102473,Retail,Larry Hodkiewicz,DS303,DTD-7000 Drone,1,450,0,450
1102474,Wholesale,Jakubowski Inc.,EB503,Building Your Own Drone,13,24.99,5,319.87
1102475,Retail,Trixie Bissell,TV801,Aerial Security,1,36.99,0,36.99
1102476,Wholesale,The Mayer Company,TV811,Understanding Drone Regulations,9,27.5,5.5,242
1102477,Retail,Jamill Ivshin,RK603,BYOR-1500,1,189,0,189
1102478,Wholesale,Baumbach Security,DS306,DX-145 Drone,13,250,50,3200
1102479,Retail,Jecho Earengey,DS305,DTI-84 Drone,1,455,0,455
1102480,Wholesale,Pollich Inc.,EB508,Fixed Wing Drones,10,15.5,3.1,151.9
1102481,Wholesale,Turcotte Corp,BP108,Panda Robot Blueprint,84,7.99,1.6,669.56
1102482,Wholesale,Swift Inc.,TV808,Robotic Essentials,3,34.99,7,97.97
1102483,Retail,Amandi Terry,TV802,AI for Educators,1,49.95,0,49.95
1102484,Retail,Fidelio Simmens,TV803,Cloud Computing,1,29.99,0,29.99
1102485,Wholesale,Schuppe Inc.,BP102,Bsquare Robot Blueprint,8,8.99,1.8,70.12
1102486,Wholesale,Durgan Group,RK606,BYOR-3535,12,225,45,2655
1102487,Wholesale,The Wisoky Team,RS702,MICR-23K Robot,11,899,179.8,9709.2
1102488,Retail,Catie Plain,EB502,Building Your First Robot,1,24.95,0,24.95
1102489,Retail,Stephannie Glendinning,EB509,GPS Drones,1,19.99,0,19.99
1102490,Wholesale,Bednar IT Inc.,BP104,Cat Robot Blueprint,5,4.99,1,23.95
1102491,Wholesale,Johnson LLC,RS706,RWW-75 Robot,7,883,176.6,6004.4
1102492,Wholesale,Reilly LLC,DK206,BYOD-400,6,119,23.8,690.2
1102493,Wholesale,Frami LLC,EB503,Building Your Own Drone,12,24.99,5,294.88
1102494,Wholesale,Kohler LLC,TV809,Understanding 3D Printing,7,42.99,8.6,292.33
1102495,Retail,Obie Borsay,DK204,BYOD-300,2,89,0,178
1102496,Wholesale,The Lesch Company,DS307,MICR-564K Drone,3,499,99.8,1397.2
1102497,Retail,Erick Gorioli,RK607,BYOR-4005,1,245,0,245
1102498,Retail,Lyda Gater,DK201,BYOD-100,1,54,0,54
1102499,Retail,Benedicto Pencost,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1102500,Retail,Marni Garett,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1102501,Retail,Bonnibelle Bootherstone,RS707,RXW-9807 Robot,1,599,0,599
1102502,Retail,Luke Shields,EB501,Articulated Robots,1,23.99,0,23.99
1102503,Wholesale,Kassulke-Schneider,EB509,GPS Drones,10,19.99,4,195.9
1102504,Wholesale,Harvey Group,DK201,BYOD-100,11,54,10.8,583.2
1102505,Retail,Hermione Pren,EB507,Drone Building Essentials,1,13.99,0,13.99
1102506,Retail,Trixy Christley,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1102507,Wholesale,Treutel Group,BP106,Hexacopter Drone Blueprint,7,8.99,1.8,61.13
1102508,Wholesale,Conroy Information Systems,TV809,Understanding 3D Printing,11,42.99,8.6,464.29
1102509,Wholesale,Hammes Inc.,TV804,Drone Video Techniques,18,37.99,7.6,676.22
1102510,Wholesale,Feest Inc.,EB507,Drone Building Essentials,108,13.99,2.8,1508.12
1102511,Wholesale,Cummings LLC,EB513,Photograph Drones,5,14.99,3,71.95
1102512,Retail,Tallia Jillett,RK602,BYOR-1000,1,189,0,189
1102513,Wholesale,Pacocha Inc.,EB521,Understanding Artificial Intelligence,8,19.5,3.9,152.1
1102514,Wholesale,Rogahn Group,EB519,Spherical Robots,4,16.75,3.35,63.65
1102515,Wholesale,Conroy Information Systems,EB521,Understanding Artificial Intelligence,12,19.5,3.9,230.1
1102516,Retail,Sawayn Inc.,RK602,BYOR-1000,13,189,0,2457
1102517,Retail,Ryan Fadel,RS702,MICR-23K Robot,1,899,0,899
1102518,Retail,Darcy Kassulke,RS706,RWW-75 Robot,1,883,0,883
1102519,Wholesale,Larkin Group,TV809,Understanding 3D Printing,32,42.99,8.6,1367.08
1102520,Retail,Eve Berge,TV804,Drone Video Techniques,1,37.99,0,37.99
1102521,Wholesale,Kub LLC,EB521,Understanding Artificial Intelligence,8,19.5,3.9,152.1
1102522,Wholesale,Hegmann Group,TV804,Drone Video Techniques,12,37.99,7.6,448.28
1102523,Retail,Mufinella Nowakowski,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1102524,Wholesale,Streich LLC,RS706,RWW-75 Robot,5,883,176.6,4238.4
1102525,Wholesale,Blick Inc.,TV813,Virtual Reality Basics,12,29.99,6,353.88
1102526,Retail,Alard Brayshay,TV810,Understanding Automation,1,44.95,0,44.95
1102527,Wholesale,Buckridge Inc.,TV809,Understanding 3D Printing,8,42.99,8.6,335.32
1102528,Wholesale,Reinger Technologies,TV804,Drone Video Techniques,12,37.99,7.6,448.28
1102529,Wholesale,Rogahn Group,TV803,Cloud Computing,54,29.99,6,1613.46
1102530,Retail,Dolli Orrom,TV809,Understanding 3D Printing,1,42.99,0,42.99
1102531,Wholesale,Anderson LLC,TV805,Industrial 3D Printing,45,49,9.8,2195.2
1102532,Retail,Bret Scowcroft,EB502,Building Your First Robot,1,24.95,0,24.95
1102533,Wholesale,Fay LLC,EB504,Cartesian Robots,8,12.99,2.6,101.32
1102534,Wholesale,King Inc.,TV808,Robotic Essentials,5,34.99,7,167.95
1102535,Wholesale,Stoltenberg LLC,RS702,MICR-23K Robot,8,899,179.8,7012.2
1102536,Retail,Krystle Hudson,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102537,Retail,Gwyneth Greedy,EB503,Building Your Own Drone,1,24.99,0,24.99
1102538,Wholesale,Spencer Educators,TV808,Robotic Essentials,8,34.99,7,272.92
1102539,Wholesale,Wintheiser Inc.,RK603,BYOR-1500,21,189,37.8,3931.2
1102540,Wholesale,Wilkinson LLC,RK602,BYOR-1000,12,189,37.8,2230.2
1102541,Wholesale,Waters Co.,DK202,BYOD-200,3,58.95,11.79,165.06
1102542,Retail,Benjy Firpi,TV802,AI for Educators,1,49.95,0,49.95
1102543,Retail,May Bunworth,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1102544,Retail,Phillie Slocomb,DK204,BYOD-300,2,89,0,178
1102545,Retail,Roslyn Belk,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102546,Wholesale,Conroy Information Systems,EB502,Building Your First Robot,24,24.95,4.99,593.81
1102547,Wholesale,Herman LLC,DS306,DX-145 Drone,7,250,50,1700
1102548,Wholesale,Buckridge Inc.,DS303,DTD-7000 Drone,12,450,90,5310
1102549,Retail,Fidelia Sancias,RK607,BYOR-4005,1,245,0,245
1102550,Retail,Boycey Binford,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1102551,Wholesale,Wintheiser Inc.,EB509,GPS Drones,3,19.99,4,55.97
1102552,Retail,Vanya Pidgen,BP109,QuadroCopter Blueprint,1,10.99,0,10.99
1102553,Wholesale,Kiehn LLC,DK206,BYOD-400,6,119,23.8,690.2
1102554,Wholesale,Brown Group,EB513,Photograph Drones,4,14.99,3,56.96
1102555,Retail,Madge Johannes,EB504,Cartesian Robots,1,12.99,0,12.99
1102556,Wholesale,Towne Coop,TV808,Robotic Essentials,3,34.99,7,97.97
1102557,Wholesale,Brekke Productions,DK209,BYOD-550,11,179,35.8,1933.2
1102558,Retail,Ivett Straun,EB508,Fixed Wing Drones,1,15.5,0,15.5
1102559,Wholesale,Tillman International,TV803,Cloud Computing,102,29.99,6,3052.98
1102560,Retail,Torey Broader,EB504,Cartesian Robots,1,12.99,0,12.99
1102561,Retail,Meghan Kyllford,EB513,Photograph Drones,1,14.99,0,14.99
1102562,Wholesale,Landon Hotel,RS703,RCB-889 Robot,7,549,109.8,3733.2
1102563,Retail,Genvieve Orts,EB517,SCARA Robots,1,19.5,0,19.5
1102564,Retail,Allister Dysert,BP108,Panda Robot Blueprint,1,7.99,0,7.99
1102565,Retail,Sande Ganter,EB508,Fixed Wing Drones,1,15.5,0,15.5
1102566,Retail,Brandy Kerluke,DK201,BYOD-100,6,54,0,324
1102567,Wholesale,Wintheiser Inc.,BP102,Bsquare Robot Blueprint,9,8.99,1.8,79.11
1102568,Wholesale,Wehner and Sons,EB502,Building Your First Robot,6,24.95,4.99,144.71
1102569,Wholesale,Schiller LLC,DS306,DX-145 Drone,9,250,50,2200
1102570,Retail,Daron Ceeley,TV804,Drone Video Techniques,1,37.99,0,37.99
1102571,Retail,Robotics LLC,RS704,RLK-9920 Robot,13,699,0,9087
1102572,Retail,Valencia BoHlingolsen,DK201,BYOD-100,1,54,0,54
1102573,Retail,Fredia Standing,EB509,GPS Drones,1,19.99,0,19.99
1102574,Wholesale,Mraz Ullrich Inc..,BP102,Bsquare Robot Blueprint,5,8.99,1.8,43.15
1102575,Wholesale,Schinner Inc.,EB509,GPS Drones,6,19.99,4,115.94
1102576,Retail,Rick Spadaro,TV811,Understanding Drone Regulations,1,27.5,0,27.5
1102577,Wholesale,Bergstrom LLC,DS307,MICR-564K Drone,8,499,99.8,3892.2
1102578,Wholesale,Green-Shields,DS303,DTD-7000 Drone,5,450,90,2160
1102579,Wholesale,Walker Group,TV803,Cloud Computing,10,29.99,6,293.9
1102580,Wholesale,West Technologies,EB502,Building Your First Robot,4,24.95,4.99,94.81
1102581,Wholesale,Williamson Co.,TV813,Virtual Reality Basics,8,29.99,6,233.92
1102582,Wholesale,Zemlak Inc.,EB509,GPS Drones,10,19.99,4,195.9
1102583,Retail,Olenolin Emerine,TV811,Understanding Drone Regulations,1,27.5,0,27.5
1102584,Retail,Maurice Nattriss,TV805,Industrial 3D Printing,1,49,0,49
1102585,Wholesale,Ledner LLC,TV804,Drone Video Techniques,11,37.99,7.6,410.29
1102586,Wholesale,Hirthe College,BP107,Ladybug Robot Blueprint,6,12,2.4,69.6
1102587,Wholesale,Sanford Group,BP101,All Eyes Drone Blueprint,12,9.99,2,117.88
1102588,Retail,Connelly LLC,EB521,Understanding Artificial Intelligence,3,19.5,0,58.5
1102589,Wholesale,Fisher Inc.,TV804,Drone Video Techniques,7,37.99,7.6,258.33
1102590,Wholesale,Reilly LLC,TV802,AI for Educators,10,49.95,9.99,489.51
1102591,Retail,Joe Maggio,DS303,DTD-7000 Drone,3,450,0,1350
1102592,Retail,Beverlie Ewdale,EB501,Articulated Robots,1,23.99,0,23.99
1102593,Retail,Brent Herzog,EB508,Fixed Wing Drones,1,15.5,0,15.5
1102594,Wholesale,Fisher Inc.,EB502,Building Your First Robot,9,24.95,4.99,219.56
1102595,Retail,Emmeline Offield,TV809,Understanding 3D Printing,1,42.99,0,42.99
1102596,Wholesale,Schuppe Inc.,DK208,BYOD-500,8,167,33.4,1302.6
1102597,Wholesale,Pacocha Inc.,RK606,BYOR-3535,11,225,45,2430
1102598,Wholesale,Flatley-Effertz,EB513,Photograph Drones,12,14.99,3,176.88
1102599,Wholesale,Blick Inc.,TV809,Understanding 3D Printing,4,42.99,8.6,163.36
1102600,Retail,Lorne De Anesy,BP110,Sleepy Eye Blueprint,1,11.99,0,11.99
1102601,Retail,Marlane Backshaw,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1102602,Wholesale,Crooks Group,EB514,Polar Robots,12,23.99,4.8,283.08
1102603,Wholesale,Rippin Industries,BP110,Sleepy Eye Blueprint,8,11.99,2.4,93.52
1102604,Retail,Ally Bode,EB506,Delta Robots,1,16.99,0,16.99
1102605,Retail,Tremayne Vallance,DK201,BYOD-100,1,54,0,54
1102606,Wholesale,Thompson Inc.,EB512,Multi Rotor Drones,3,24.95,4.99,69.86
1102607,Retail,Charles Kitteman,EB506,Delta Robots,1,16.99,0,16.99
1102608,Retail,Han Okuneva,RK607,BYOR-4005,4,245,0,980
1102609,Wholesale,Collier and Sons,RK605,BYOR-3000,53,214,42.8,11299.2
1102610,Wholesale,Considine Group,TV806,Mapping with Drones,8,49,9.8,382.2
1102611,Retail,Gweneth Fenge,TV803,Cloud Computing,1,29.99,0,29.99
1102612,Retail,Ivie Sutliff,TV812,Understanding Raspberry PI,1,28.99,0,28.99
1102613,Wholesale,Satterfield LLC,TV802,AI for Educators,13,49.95,9.99,639.36
1102614,Retail,Mead Broadbent,DK208,BYOD-500,1,167,0,167
1102615,Wholesale,Schuppe Inc.,RS703,RCB-889 Robot,8,549,109.8,4282.2
1102616,Retail,Karl Spracklin,TV806,Mapping with Drones,1,49,0,49
1102617,Wholesale,Koelpin and Sons,BP105,Creature Robot Arms Blueprint,11,12,2.4,129.6
1102618,Wholesale,Thiel Group,RK607,BYOR-4005,15,245,49,3626
1102619,Wholesale,Bechtelar LLC,BP106,Hexacopter Drone Blueprint,38,8.99,1.8,339.82
1102620,Wholesale,Lubowitz LLC,TV802,AI for Educators,6,49.95,9.99,289.71
1102621,Wholesale,Ledner Inc.,RS707,RXW-9807 Robot,12,599,119.8,7068.2
1102622,Wholesale,Funk and Sons,BP102,Bsquare Robot Blueprint,8,8.99,1.8,70.12
1102623,Wholesale,Faded Light Inc..,DS307,MICR-564K Drone,5,499,99.8,2395.2
1102624,Wholesale,The Orn Company,BP108,Panda Robot Blueprint,7,7.99,1.6,54.33
1102625,Retail,Fannie Bwye,DK204,BYOD-300,1,89,0,89
1102626,Wholesale,Rau-Dickinson,RS706,RWW-75 Robot,9,883,176.6,7770.4
1102627,Retail,Jimmy Pfannerstill,EB503,Building Your Own Drone,1,24.99,0,24.99
1102628,Wholesale,Lockman Group,EB508,Fixed Wing Drones,10,15.5,3.1,151.9
1102629,Retail,Rubetta Boyd,EB517,SCARA Robots,1,19.5,0,19.5
1102630,Retail,Evanne Kornel,BP101,All Eyes Drone Blueprint,1,9.99,0,9.99
1102631,Wholesale,Bednar IT Inc.,RS707,RXW-9807 Robot,68,599,119.8,40612.2
1102632,Retail,Jessy Jerrome,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102633,Wholesale,Volkman LLC,RS707,RXW-9807 Robot,4,599,119.8,2276.2
1102634,Retail,Garald Mathews,EB513,Photograph Drones,1,14.99,0,14.99
1102635,Retail,Jack O'Connell,BP110,Upside Down Robot Blueprint,1,12,0,12
1102636,Wholesale,Smith Technologies,BP107,Ladybug Robot Blueprint,5,12,2.4,57.6
1102637,Wholesale,Kiehn LLC,DS306,DX-145 Drone,6,250,50,1450
1102638,Retail,Ravid Cockayme,TV802,AI for Educators,1,49.95,0,49.95
1102639,Retail,Estelle Poppleston,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102640,Retail,Haven Mann,TV809,Understanding 3D Printing,1,42.99,0,42.99
1102641,Retail,Zedekiah Bank,EB504,Cartesian Robots,1,12.99,0,12.99
1102642,Retail,Leigh Atwel,DK208,BYOD-500,1,167,0,167
1102643,Wholesale,Mante Group,EB507,Drone Building Essentials,10,13.99,2.8,137.1
1102644,Wholesale,Mountain Run LLC,TV806,Mapping with Drones,10,49,9.8,480.2
1102645,Retail,Mathian Nyssens,BP110,Upside Down Robot Blueprint,1,12,0,12
1102646,Wholesale,Funk and Sons,DK201,BYOD-100,10,54,10.8,529.2
1102647,Retail,May Hefferon,EB514,Polar Robots,1,23.99,0,23.99
1102648,Wholesale,Hammes Inc.,TV801,Aerial Security,12,36.99,7.4,436.48
1102649,Wholesale,Turcotte Corp,DS305,DTI-84 Drone,8,455,91,3549
1102650,Retail,Lowe Inc.,EB507,Drone Building Essentials,99,13.99,0,1385.01
1102651,Retail,Howard McClure,RS706,RWW-75 Robot,1,883,0,883
1102652,Retail,Brigida Brine,RS705,RQTE-554 Robot,1,684,0,684
1102653,Retail,Carey Schumm,TV810,Understanding Automation,1,44.95,0,44.95
1102654,Retail,Leticia Lambertson,TV805,Industrial 3D Printing,1,49,0,49
1102655,Wholesale,Faded Light Inc..,DK206,BYOD-400,4,119,23.8,452.2
1102656,Wholesale,Johnson LLC,EB513,Photograph Drones,11,14.99,3,161.89
1102657,Wholesale,Daniel-Champlin Tech,BP106,Hexacopter Drone Blueprint,5,8.99,1.8,43.15
1102658,Retail,Odelia McNamee,BP104,Cat Robot Blueprint,1,4.99,0,4.99
1102659,Retail,Howie O'Conner,RK606,BYOR-3535,3,224,0,672
1102660,Retail,Dene Poleye,EB521,Understanding Artificial Intelligence,1,19.5,0,19.5
1102661,Retail,Bronnie Abrahami,TV807,Open Source Code,1,32.95,0,32.95
1102662,Wholesale,Raynor LLC,BP108,Panda Robot Blueprint,6,7.99,1.6,46.34
1102663,Retail,David Altenwerth,EB516,RTF Drones,1,16.99,0,16.99
1102664,Wholesale,Schmidt Group,DS303,DTD-7000 Drone,10,450,90,4410
1102665,Wholesale,Anderson LLC,BP108,Panda Robot Blueprint,12,7.99,1.6,94.28
1102666,Wholesale,Jaskolski Company,BP104,Cat Robot Blueprint,6,4.99,1,28.94
1102667,Retail,Carmelle Fealey,EB509,GPS Drones,1,19.99,0,19.99
1102668,Wholesale,Crooks Group,RK603,BYOR-1500,6,189,37.8,1096.2
1102669,Wholesale,Waelchi Inc.,EB503,Building Your Own Drone,72,24.99,5,1794.28
1102670,Wholesale,Schinner Inc.,TV802,AI for Educators,109,49.95,9.99,5434.56
1102671,Retail,Meredeth Ivashev,EB511,Helicopter Drones,1,20.95,0,20.95
1102672,Retail,Bourke Cockroft,RS704,RLK-9920 Robot,1,699,0,699
1102673,Wholesale,Bergstrom LLC,RK603,BYOR-1500,7,189,37.8,1285.2
1102674,Retail,Jorey Deverell,DK208,BYOD-500,1,167,0,167
1102675,Wholesale,Boehm Inc.,RK603,BYOR-1500,5,189,37.8,907.2
1102676,Wholesale,Blue Sky Kites,TV811,Understanding Drone Regulations,11,27.5,5.5,297
1102677,Wholesale,Rempel Inc.,TV813,Virtual Reality Basics,12,29.99,6,353.88
1102678,Retail,Anya Burghall,RK606,BYOR-3535,2,223,0,446
1102679,Wholesale,O'Kon Inc.,TV813,Virtual Reality Basics,9,29.99,6,263.91
1102680,Retail,Bryana Reedshaw,BP106,Hexacopter Drone Blueprint,1,8.99,0,8.99
1102681,Retail,Una Aslen,RK603,BYOR-1500,1,189,0,189
1102682,Wholesale,Boyer LLC,DK206,BYOD-400,62,119,23.8,7354.2
1102683,Retail,Elga Bedboro,DK209,BYOD-550,1,179,0,179
1102684,Retail,Darin Albertson,EB509,GPS Drones,1,19.99,0,19.99
1102685,Retail,Delilah Musgrove,EB518,Single Rotor Drones,1,14.99,0,14.99
1102686,Wholesale,Predovic LLC,RS707,RXW-9807 Robot,6,599,119.8,3474.2
1102687,Wholesale,Clever Industries,TV810,Understanding Automation,9,44.95,8.99,395.56
